ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
25,4,4.0,2.0,7.0,2.0,859,23.28288707799767,76.73697978237813,0.08933292174898501,115.99999999999994,1.0582222911854158,76.71711292200233
25,12,2.0,2.0,5.0,2.0,485,30.927835051546392,76.73697978237811,0.1582205768708827,55.0000000000001,1.1145328056453403,69.0721649484536
25,8,2.0,2.0,3.0,3.0,694,51.873198847262245,76.73697978237796,0.11057201697748985,45.00000000000007,1.0765838121580618,48.126801152737755
25,8,3.0,2.0,3.0,3.0,874,51.48741418764302,76.73697978237794,0.08779974803475737,63.0000000000001,1.0603278142943222,48.51258581235698
100,12,4.0,2.0,7.0,1.5,442,19.683257918552037,76.49999999999989,0.17307692307692282,56.999999999999986,1.1436619718309855,80.31674208144797
50,8,3.0,2.0,7.0,3.0,436,31.880733944954127,76.36466400506994,0.1751483119382338,50.00000000000004,1.0857066936083837,68.11926605504587
50,12,2.0,2.0,3.0,3.0,256,55.078125,76.3646640050698,0.2982994687698039,30.000000000000025,1.221346852188608,44.921875
50,12,3.0,2.0,3.0,3.0,502,52.589641434262944,76.3646640050698,0.15212084463161316,48.00000000000003,1.1069533109314702,47.410358565737056
50,8,3.0,2.0,5.0,3.0,488,39.549180327868854,76.3646640050697,0.15648496722350347,64.00000000000007,1.0862877559379318,60.45081967213115
50,8,2.0,2.0,7.0,1.5,422,19.90521327014218,74.6427346256632,0.17687851807029192,34.000000000000014,1.147224328650223,80.09478672985783
50,8,2.0,2.0,3.0,1.5,471,36.94267515923567,74.14273462566311,0.1574155724536372,27.000000000000004,1.1664258914156298,63.05732484076433
100,8,2.0,2.0,5.0,3.0,266,40.97744360902256,73.99999999999996,0.27819548872180433,57.00000000000003,1.1571125265392777,59.02255639097744
25,12,3.0,3.0,5.0,1.5,272,27.205882352941174,73.00000000000004,0.2683823529411766,40.000000000000064,1.245791245791246,72.79411764705883
25,4,2.0,3.0,5.0,1.5,368,26.08695652173913,72.00000000000003,0.19565217391304354,48.50000000000006,1.176470588235294,73.91304347826086
100,8,2.0,2.0,7.0,3.0,246,32.926829268292686,71.99999999999997,0.29268292682926816,74.00000000000009,1.1454545454545453,67.07317073170732
25,12,4.0,3.0,5.0,3.0,355,40.0,71.0000000000001,0.2000000000000003,60.99999999999998,1.1111111111111112,60.0
25,12,3.0,3.0,3.0,2.0,277,45.12635379061371,71.00000000000006,0.2563176895306861,22.00000000000007,1.2335526315789473,54.87364620938629
25,12,4.0,2.0,3.0,3.0,898,51.33630289532294,70.73697978237793,0.07877169240799324,84.00000000000014,1.053956506317603,48.66369710467706
50,8,4.0,2.0,5.0,3.0,522,39.272030651341,70.36466400506977,0.13479820690626393,85.0,1.0739901829706306,60.727969348659
100,8,4.0,2.0,7.0,1.5,475,19.36842105263158,69.49999999999986,0.1463157894736839,61.99999999999995,1.1209747606614444,80.63157894736842
25,12,2.0,2.0,5.0,1.5,541,25.13863216266174,69.2369797823781,0.1279796299119743,59.50000000000003,1.1139703370903342,74.86136783733826
25,4,2.0,3.0,5.0,2.0,354,31.35593220338983,69.0000000000001,0.19491525423728842,42.00000000000007,1.1419753086419753,68.64406779661016
100,8,3.0,2.0,7.0,3.0,327,32.11009174311927,69.00000000000003,0.2110091743119267,87.00000000000014,1.1036036036036037,67.88990825688074
50,12,2.0,2.0,5.0,2.0,255,32.549019607843135,67.36466400506968,0.2641751529610576,36.00000000000003,1.195827511642644,67.45098039215686
100,4,3.0,2.0,7.0,3.0,361,31.855955678670362,67.00000000000001,0.18559556786703604,96.00000000000016,1.0907859078590785,68.14404432132964
25,12,3.0,3.0,3.0,3.0,266,54.13533834586466,66.00000000000004,0.24812030075187985,36.00000000000004,1.1803278688524588,45.86466165413533
