ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
100,3,2.0,3.0,5.0,2.0,132,37.878787878787875,86.0,0.6515151515151515,23.00000000000002,1.5243902439024384,62.121212121212125
50,7,3.0,3.0,7.0,2.0,192,27.083333333333332,85.62184784460734,0.44594712419066324,41.00000000000006,1.3075738781282393,72.39583333333334
25,5,5.0,3.0,5.0,2.0,476,31.092436974789916,85.62184784460716,0.17987783160631757,62.00000000000007,1.1308446004234487,68.69747899159664
100,7,3.0,3.0,10.0,5.0,88,39.77272727272727,85.00000000000003,0.9659090909090913,60.00000000000007,1.3207547169811318,60.22727272727273
50,5,5.0,3.0,10.0,5.0,179,36.312849162011176,84.62184784460737,0.4727477533218289,139.99999999999994,1.149673006503706,63.128491620111724
50,7,5.0,3.0,10.0,5.0,173,36.41618497109826,84.62184784460737,0.4891436291595802,155.0,1.1551617854697198,63.005780346820806
25,5,2.0,3.0,5.0,3.0,210,42.38095238095238,84.62184784460729,0.40296118021241567,73.00000000000006,1.2348140344759821,57.14285714285714
50,3,5.0,5.0,10.0,2.0,108,23.14814814814815,84.00000000000009,0.7777777777777786,32.00000000000004,1.5060240963855422,76.85185185185185
100,5,2.0,3.0,7.0,2.0,93,32.25806451612903,84.00000000000004,0.9032258064516133,23.000000000000014,1.6666666666666663,67.74193548387096
100,5,2.0,3.0,7.0,5.0,84,50.0,84.00000000000003,1.0000000000000004,42.00000000000007,1.4,50.0
100,3,5.0,3.0,3.0,3.0,198,57.07070707070707,83.99999999999999,0.42424242424242414,21.000000000000014,1.3294117647058818,42.92929292929293
50,5,2.0,3.0,5.0,3.0,133,45.11278195488722,83.62184784460734,0.6287356980797545,37.00000000000007,1.3864616044255427,54.13533834586466
25,7,2.0,3.0,7.0,5.0,109,47.706422018348626,83.62184784460729,0.7671729160055715,64.00000000000007,1.2982466615239756,51.37614678899083
25,3,2.0,3.0,5.0,5.0,234,53.41880341880342,82.45702412441317,0.35238044497612464,85.00000000000007,1.1519824747363825,46.15384615384615
25,7,3.0,3.0,5.0,5.0,224,53.57142857142857,82.45702412441315,0.36811171484113014,85.00000000000006,1.1593240135950276,45.982142857142854
