ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
100,3,2.0,5.0,10.0,3.0,33,39.39393939393939,70.00000000000001,2.1212121212121215,25.000000000000043,2.1666666666666656,60.60606060606061
50,3,2.0,3.0,10.0,5.0,143,36.36363636363637,69.62184784460736,0.4868660688434081,105.0,1.154585313500256,62.93706293706294
100,7,2.0,3.0,10.0,3.0,55,32.72727272727273,69.00000000000006,1.2545454545454555,36.00000000000002,1.6216216216216215,67.27272727272727
100,7,2.0,3.0,7.0,3.0,57,42.10526315789473,69.00000000000004,1.2105263157894743,27.00000000000004,1.6969696969696964,57.89473684210527
100,7,3.0,5.0,10.0,3.0,25,44.0,68.00000000000006,2.7200000000000024,26.000000000000007,2.6190476190476186,56.00000000000001
25,5,2.0,3.0,5.0,5.0,175,53.714285714285715,67.47235732713183,0.38555632758361047,85.00000000000006,1.1676216740770924,45.714285714285715
50,3,3.0,5.0,10.0,2.0,75,24.0,66.00000000000009,0.8800000000000011,32.00000000000002,1.5789473684210529,76.0
100,3,3.0,3.0,3.0,3.0,168,56.547619047619044,65.99999999999996,0.3928571428571426,21.00000000000003,1.301369863013698,43.452380952380956
50,5,3.0,3.0,3.0,2.0,263,44.866920152091254,65.62184784460727,0.24951272944717595,27.00000000000007,1.2275548523844029,54.752851711026615
100,7,2.0,3.0,10.0,5.0,50,42.0,65.00000000000009,1.3000000000000016,45.00000000000001,1.4482758620689657,57.99999999999999
50,3,5.0,7.0,5.0,5.0,29,72.41379310344827,65.00000000000007,2.24137931034483,10.0,2.625000000000001,27.586206896551722
100,3,2.0,5.0,10.0,5.0,32,46.875,65.00000000000001,2.0312500000000004,40.00000000000004,1.7647058823529405,53.125
100,5,2.0,3.0,5.0,3.0,93,46.236559139784944,64.99999999999993,0.698924731182795,26.00000000000009,1.4333333333333325,53.76344086021505
25,5,5.0,3.0,5.0,5.0,308,51.94805194805194,64.6218478446072,0.20981119430067274,110.00000000000017,1.0878756700279992,47.72727272727273
100,5,3.0,5.0,10.0,3.0,35,37.142857142857146,64.00000000000004,1.8285714285714298,28.000000000000036,1.9696969696969697,62.857142857142854
100,5,5.0,3.0,3.0,2.0,203,46.30541871921182,63.99999999999996,0.3152709359605909,23.00000000000002,1.2935779816513757,53.69458128078818
25,3,3.0,3.0,3.0,5.0,353,64.58923512747874,63.6218478446073,0.18023186358245694,59.00000000000011,1.1025533340005036,35.12747875354108
25,7,3.0,3.0,3.0,5.0,265,65.28301886792453,63.621847844607295,0.24008244469663131,36.999999999999986,1.139712121768409,34.33962264150943
50,7,2.0,3.0,10.0,3.0,75,29.333333333333332,63.62184784460728,0.8482913045947638,39.000000000000036,1.4068461416616964,69.33333333333334
100,3,3.0,3.0,3.0,2.0,181,46.96132596685083,62.99999999999993,0.34806629834254105,21.00000000000002,1.3281249999999993,53.03867403314917
25,7,3.0,3.0,5.0,2.0,323,31.269349845201237,62.62184784460726,0.1938756899213847,84.00000000000014,1.14155727976053,68.42105263157895
50,3,5.0,3.0,3.0,3.0,322,53.105590062111794,62.62184784460726,0.19447778833728963,33.0000000000001,1.1390428188954442,46.58385093167702
50,5,5.0,3.0,3.0,3.0,304,53.289473684210535,62.62184784460723,0.20599292054147114,33.000000000000114,1.1479099654193374,46.381578947368425
50,3,2.0,3.0,7.0,5.0,159,44.65408805031446,61.62184784460744,0.38755879147551847,74.0,1.141536380591311,54.71698113207547
50,3,2.0,3.0,5.0,2.0,215,32.55813953488372,61.62184784460732,0.28661324578887126,50.000000000000064,1.213684176086274,66.97674418604652
25,7,2.0,3.0,7.0,2.0,141,26.95035460992908,61.62184784460731,0.43703438187664756,56.00000000000008,1.3015089783068152,72.3404255319149
25,7,2.0,3.0,7.0,3.0,124,34.67741935483871,60.62184784460734,0.4888858697145753,61.000000000000014,1.2521936677731769,64.51612903225806
25,3,3.0,3.0,5.0,3.0,378,39.41798941798942,60.62184784460723,0.16037525884816728,86.00000000000009,1.0885794610095072,60.317460317460316
100,3,5.0,7.0,10.0,5.0,21,52.38095238095239,60.00000000000008,2.8571428571428608,25.000000000000036,2.2,47.61904761904761
25,3,3.0,5.0,5.0,5.0,128,54.6875,60.0,0.46875,30.00000000000007,1.2068965517241377,45.3125
100,3,5.0,5.0,5.0,5.0,66,59.09090909090909,60.0,0.9090909090909091,20.000000000000064,1.444444444444444,40.909090909090914
100,7,5.0,3.0,3.0,5.0,156,67.3076923076923,59.99999999999993,0.38461538461538414,38.00000000000011,1.2352941176470584,32.69230769230769
25,7,2.0,3.0,5.0,5.0,113,54.86725663716814,59.621847844607345,0.5276269720761712,60.00000000000004,1.2381271981255138,44.24778761061947
100,7,3.0,3.0,5.0,3.0,111,44.14414414414414,58.99999999999993,0.5315315315315309,32.00000000000003,1.3172043010752683,55.85585585585585
50,7,3.0,3.0,5.0,2.0,199,32.663316582914575,58.6218478446073,0.294582149972901,48.000000000000014,1.2200700296562232,66.83417085427136
50,5,2.0,3.0,7.0,5.0,114,45.614035087719294,58.621847844607295,0.5142267354790113,54.000000000000064,1.191964773612152,53.50877192982456
50,3,3.0,3.0,3.0,2.0,309,43.689320388349515,58.62184784460722,0.18971471794371267,38.0000000000001,1.169242336676905,55.98705501618123
100,3,3.0,5.0,10.0,3.0,50,32.0,58.00000000000003,1.1600000000000006,33.000000000000036,1.568627450980392,68.0
100,5,2.0,3.0,5.0,2.0,97,37.11340206185567,57.999999999999986,0.5979381443298968,19.00000000000004,1.4754098360655734,62.88659793814433
100,3,3.0,3.0,3.0,5.0,150,67.33333333333333,57.99999999999995,0.3866666666666663,37.0000000000001,1.2367346938775508,32.666666666666664
25,7,5.0,3.0,7.0,2.0,422,23.696682464454977,57.62184784460714,0.13654466313887947,86.00000000000013,1.089700821317267,76.06635071090048
100,7,5.0,3.0,3.0,3.0,177,55.367231638418076,56.99999999999997,0.3220338983050846,24.0,1.2405063291139236,44.632768361581924
100,3,2.0,3.0,3.0,3.0,133,57.14285714285714,56.99999999999994,0.42857142857142816,27.000000000000036,1.3333333333333326,42.857142857142854
50,5,3.0,3.0,3.0,3.0,236,53.813559322033896,56.621847844607274,0.23992308408731897,21.000000000000064,1.1745550600999868,45.76271186440678
50,7,5.0,3.0,3.0,2.0,325,43.38461538461538,56.62184784460721,0.1742210702910991,36.000000000000085,1.1545448261898323,56.30769230769231
25,3,2.0,3.0,7.0,5.0,210,43.80952380952381,56.45702412441309,0.2688429720210147,129.00000000000017,1.096090033312504,55.714285714285715
100,5,5.0,5.0,10.0,3.0,55,30.909090909090907,56.00000000000003,1.0181818181818187,36.00000000000003,1.4912280701754386,69.0909090909091
100,5,3.0,3.0,3.0,5.0,136,67.64705882352942,55.99999999999994,0.41176470588235253,35.0000000000001,1.254545454545454,32.35294117647059
50,3,3.0,3.0,3.0,5.0,241,65.14522821576763,55.621847844607224,0.23079604914774782,50.00000000000012,1.1339065320503403,34.439834024896264
100,3,3.0,7.0,10.0,5.0,16,56.25,55.00000000000005,3.437500000000003,20.000000000000036,2.5714285714285716,43.75
100,3,2.0,7.0,10.0,5.0,10,70.0,55.00000000000004,5.500000000000004,15.000000000000007,4.666666666666667,30.0
100,3,5.0,5.0,7.0,5.0,61,49.18032786885246,55.00000000000004,0.9016393442622957,32.00000000000006,1.354838709677419,50.81967213114754
100,7,5.0,5.0,10.0,3.0,51,31.372549019607842,55.00000000000003,1.0784313725490202,46.000000000000036,1.5238095238095237,68.62745098039215
100,5,3.0,3.0,3.0,2.0,160,46.875,54.999999999999986,0.3437499999999999,17.000000000000032,1.3235294117647054,53.125
100,5,2.0,3.0,5.0,5.0,87,56.32183908045977,54.99999999999996,0.6321839080459766,40.00000000000007,1.2894736842105259,43.67816091954023
50,5,5.0,3.0,3.0,2.0,341,43.10850439882698,54.621847844607196,0.16018137197832022,38.00000000000008,1.1413688831521702,56.598240469208214
100,3,5.0,5.0,5.0,3.0,70,47.14285714285714,54.000000000000064,0.7714285714285724,24.00000000000002,1.4864864864864866,52.85714285714286
100,3,2.0,5.0,10.0,2.0,33,30.303030303030305,54.000000000000036,1.6363636363636374,20.000000000000018,2.1739130434782608,69.6969696969697
25,7,3.0,3.0,7.0,2.0,307,24.104234527687296,53.62184784460732,0.17466399949383493,109.0000000000001,1.1154702209734106,75.57003257328991
25,7,2.0,3.0,5.0,3.0,127,42.51968503937008,53.621847844607274,0.4222192743669864,55.00000000000003,1.247815443982988,56.69291338582677
50,5,5.0,3.0,3.0,5.0,259,64.86486486486487,53.6218478446072,0.20703416156218998,39.000000000000036,1.1190596115464015,34.74903474903475
25,7,3.0,3.0,5.0,3.0,282,39.71631205673759,52.62184784460727,0.18660229732130237,83.00000000000006,1.1037132710997988,59.9290780141844
100,3,3.0,5.0,10.0,2.0,52,25.0,52.000000000000064,1.0000000000000013,28.000000000000014,1.6666666666666672,75.0
50,3,5.0,5.0,3.0,5.0,100,69.0,52.00000000000004,0.5200000000000005,23.000000000000007,1.3354838709677421,31.0
50,5,5.0,5.0,10.0,2.0,88,21.59090909090909,52.00000000000003,0.5909090909090913,28.000000000000057,1.3768115942028982,78.4090909090909
50,3,5.0,3.0,3.0,2.0,360,42.77777777777778,51.62184784460723,0.14339402179057564,33.00000000000009,1.1257909261822987,56.94444444444444
100,7,2.0,3.0,7.0,2.0,60,31.666666666666664,51.000000000000036,0.8500000000000006,31.99999999999999,1.6219512195121948,68.33333333333333
100,3,2.0,3.0,3.0,2.0,142,47.183098591549296,50.99999999999996,0.3591549295774645,22.000000000000036,1.3399999999999994,52.816901408450704
25,3,2.0,3.0,5.0,3.0,296,39.52702702702703,50.62184784460726,0.17101975623178128,82.00000000000007,1.0947303845421563,60.13513513513513
25,7,5.0,3.0,3.0,2.0,488,42.00819672131148,50.62184784460723,0.1037332947635394,25.00000000000003,1.0896949104980047,57.786885245901644
50,3,3.0,3.0,3.0,3.0,280,52.85714285714286,50.62184784460723,0.18079231373074012,36.0000000000001,1.1286849500086382,46.785714285714285
50,3,5.0,7.0,10.0,5.0,29,44.827586206896555,50.000000000000085,1.7241379310344858,20.000000000000007,1.6250000000000007,55.172413793103445
100,3,5.0,7.0,5.0,5.0,24,70.83333333333334,50.00000000000006,2.0833333333333357,15.000000000000014,2.428571428571429,29.166666666666668
100,3,5.0,5.0,10.0,2.0,71,22.535211267605636,50.00000000000005,0.7042253521126768,26.00000000000003,1.4545454545454548,77.46478873239437
50,3,5.0,7.0,3.0,5.0,30,83.33333333333334,50.00000000000004,1.666666666666668,11.999999999999996,3.0000000000000004,16.666666666666664
100,7,2.0,3.0,5.0,5.0,56,58.92857142857143,50.000000000000036,0.8928571428571435,25.000000000000014,1.4347826086956523,41.07142857142857
50,5,3.0,3.0,3.0,5.0,207,65.21739130434783,49.62184784460727,0.23971907171307857,42.00000000000014,1.139631115597983,34.29951690821256
50,3,2.0,3.0,5.0,5.0,175,52.57142857142857,49.62184784460726,0.2835534162548986,55.00000000000008,1.120917372389302,46.85714285714286
25,5,3.0,3.0,7.0,2.0,363,23.69146005509642,49.62184784460724,0.13669930535704472,100.00000000000014,1.0898331109783785,76.03305785123968
50,5,2.0,3.0,7.0,2.0,134,26.119402985074625,48.621847844607295,0.3628496107806515,35.00000000000003,1.2475929593539157,73.13432835820896
25,3,2.0,3.0,3.0,5.0,276,64.4927536231884,48.62184784460727,0.17616611537901183,49.00000000000007,1.1001731281655236,35.14492753623188
100,3,5.0,7.0,3.0,5.0,24,87.5,48.00000000000009,2.000000000000004,5.000000000000007,4.200000000000004,12.5
25,7,5.0,5.0,3.0,5.0,136,66.91176470588235,48.00000000000003,0.3529411764705884,39.00000000000003,1.2133333333333334,33.088235294117645
100,7,2.0,3.0,10.0,2.0,60,23.333333333333332,48.00000000000003,0.8000000000000005,42.0,1.5217391304347825,76.66666666666667
100,5,3.0,3.0,3.0,3.0,150,55.333333333333336,47.999999999999986,0.3199999999999999,24.000000000000014,1.2388059701492535,44.666666666666664
25,3,3.0,3.0,10.0,5.0,210,34.76190476190476,47.45702412441318,0.22598582916387228,165.00000000000017,1.0695297231116236,64.76190476190476
100,7,2.0,3.0,5.0,3.0,59,47.45762711864407,46.999999999999986,0.7966101694915252,20.000000000000036,1.5053763440860206,52.54237288135594
50,5,3.0,5.0,10.0,2.0,49,24.489795918367346,46.00000000000004,0.9387755102040825,28.00000000000003,1.6216216216216217,75.51020408163265
100,3,5.0,5.0,7.0,3.0,68,36.76470588235294,46.000000000000014,0.6764705882352944,28.00000000000003,1.3565891472868217,63.23529411764706
50,7,2.0,3.0,7.0,3.0,79,35.44303797468354,45.621847844607274,0.5774917448684465,39.000000000000036,1.3033808248784973,63.29113924050633
25,3,2.0,3.0,3.0,2.0,358,42.45810055865922,45.621847844607245,0.12743532917488057,26.000000000000075,1.111170264803308,57.262569832402235
25,3,5.0,5.0,5.0,5.0,171,52.63157894736842,44.99999999999999,0.2631578947368421,30.000000000000057,1.111111111111111,47.368421052631575
25,5,2.0,3.0,3.0,5.0,200,65.0,44.621847844607345,0.22310923922303671,35.00000000000002,1.1291970773661764,34.5
25,3,3.0,3.0,3.0,2.0,481,41.78794178794179,44.62184784460729,0.09276891443785298,27.000000000000032,1.0799133126401215,58.004158004158
50,7,3.0,3.0,10.0,5.0,127,35.43307086614173,44.621847844607274,0.35135313263470297,95.00000000000004,1.1100746244151372,63.77952755905512
25,3,2.0,3.0,7.0,3.0,276,31.521739130434785,44.62184784460727,0.16167336175582342,95.00000000000007,1.0790637406394876,68.11594202898551
50,7,2.0,3.0,5.0,3.0,82,43.90243902439025,44.621847844607245,0.5441688761537469,31.000000000000046,1.329608929758388,54.87804878048781
50,7,3.0,3.0,5.0,5.0,160,52.5,44.621847844607224,0.27888654902879517,65.00000000000013,1.1188717233232461,46.875
50,3,3.0,5.0,10.0,3.0,72,27.77777777777778,44.000000000000085,0.6111111111111123,42.00000000000003,1.2820512820512824,72.22222222222221
100,3,5.0,7.0,10.0,2.0,26,30.76923076923077,44.00000000000005,1.6923076923076943,10.000000000000021,2.2222222222222223,69.23076923076923
100,7,3.0,3.0,5.0,2.0,118,33.89830508474576,43.99999999999996,0.372881355932203,32.000000000000014,1.2820512820512817,66.10169491525424
100,7,5.0,3.0,3.0,2.0,193,44.559585492227974,43.99999999999996,0.22797927461139875,25.00000000000001,1.2056074766355134,55.44041450777202
25,7,3.0,3.0,7.0,3.0,263,31.55893536121673,43.62184784460732,0.16586253933310768,103.00000000000007,1.0811753281551224,68.06083650190115
50,5,2.0,3.0,5.0,2.0,140,32.857142857142854,43.6218478446073,0.31158462746148075,34.00000000000002,1.234050221767611,66.42857142857143
25,5,5.0,3.0,5.0,3.0,405,38.76543209876544,43.62184784460726,0.10770826628298089,80.00000000000007,1.058838863429933,60.98765432098765
25,3,5.0,5.0,10.0,3.0,172,25.0,43.00000000000008,0.25000000000000044,63.00000000000006,1.1111111111111112,75.0
100,3,3.0,7.0,10.0,3.0,16,43.75,43.0,2.6875,12.000000000000028,2.5925925925925895,56.25
25,7,2.0,3.0,5.0,2.0,144,32.63888888888889,42.62184784460726,0.2959850544764393,54.00000000000006,1.221552433928046,66.66666666666666
25,3,3.0,5.0,3.0,5.0,134,66.4179104477612,42.00000000000001,0.3134328358208956,31.000000000000036,1.1866666666666665,33.582089552238806
100,3,5.0,7.0,10.0,3.0,25,36.0,42.0,1.68,15.000000000000036,1.8749999999999987,64.0
25,5,3.0,3.0,3.0,2.0,420,41.904761904761905,41.621847844607274,0.09909963772525542,24.999999999999986,1.0855750770468602,57.85714285714286
25,3,5.0,3.0,5.0,3.0,435,38.62068965517241,41.62184784460725,0.0956824088381776,81.00000000000001,1.0521329995469442,61.149425287356316
25,5,3.0,3.0,3.0,3.0,375,51.733333333333334,41.62184784460721,0.1109915942522859,33.378152155392804,1.0770235578151914,48.0
100,3,2.0,5.0,7.0,3.0,33,42.42424242424242,41.000000000000014,1.2424242424242429,21.000000000000057,1.7192982456140344,57.57575757575758
25,7,5.0,5.0,7.0,3.0,133,33.08270676691729,41.00000000000001,0.30827067669172936,59.00000000000006,1.1535580524344569,66.9172932330827
100,3,2.0,3.0,3.0,5.0,123,66.66666666666666,40.99999999999997,0.3333333333333331,37.0000000000001,1.1999999999999997,33.33333333333333
100,3,3.0,5.0,7.0,2.0,52,30.76923076923077,40.00000000000008,0.7692307692307707,26.000000000000018,1.5555555555555562,69.23076923076923
50,7,5.0,7.0,5.0,5.0,16,75.0,40.000000000000036,2.500000000000002,5.000000000000012,3.0000000000000004,25.0
100,3,3.0,7.0,10.0,2.0,16,37.5,40.000000000000036,2.500000000000002,8.000000000000014,3.0,62.5
100,5,3.0,7.0,10.0,5.0,10,60.0,40.00000000000003,4.000000000000003,15.000000000000007,3.0,40.0
50,3,3.0,7.0,5.0,5.0,16,75.0,40.000000000000014,2.500000000000001,10.000000000000018,2.999999999999998,25.0
100,3,3.0,5.0,10.0,5.0,46,39.130434782608695,40.000000000000014,0.8695652173913047,55.000000000000064,1.2857142857142856,60.86956521739131
100,5,5.0,7.0,10.0,3.0,17,41.17647058823529,40.000000000000014,2.352941176470589,15.000000000000036,2.3333333333333313,58.82352941176471
100,5,5.0,7.0,10.0,5.0,16,50.0,40.000000000000014,2.500000000000001,25.000000000000014,1.9999999999999996,50.0
100,7,3.0,5.0,10.0,5.0,25,44.0,40.000000000000014,1.6000000000000005,50.00000000000003,1.5714285714285712,56.00000000000001
100,5,3.0,5.0,10.0,5.0,34,41.17647058823529,40.00000000000001,1.1764705882352944,60.00000000000006,1.3999999999999997,58.82352941176471
50,3,5.0,5.0,5.0,5.0,94,54.25531914893617,40.0,0.425531914893617,25.000000000000032,1.1860465116279069,45.744680851063826
50,7,2.0,3.0,10.0,2.0,83,20.481927710843372,39.62184784460727,0.4773716607784008,38.000000000000036,1.3038994431933921,78.3132530120482
100,3,5.0,7.0,7.0,5.0,21,57.14285714285714,39.000000000000064,1.85714285714286,20.000000000000014,1.8666666666666671,42.857142857142854
100,5,5.0,5.0,7.0,3.0,57,36.84210526315789,39.00000000000005,0.6842105263157904,36.00000000000002,1.3611111111111114,63.1578947368421
100,3,5.0,5.0,3.0,3.0,71,59.154929577464785,38.999999999999986,0.5492957746478871,24.000000000000025,1.4482758620689649,40.845070422535215
100,5,3.0,5.0,10.0,2.0,35,25.71428571428571,38.000000000000036,1.0857142857142867,20.000000000000025,1.730769230769231,74.28571428571429
100,5,5.0,5.0,10.0,2.0,59,22.033898305084744,38.000000000000036,0.6440677966101701,34.00000000000002,1.4130434782608698,77.96610169491525
50,7,5.0,5.0,10.0,2.0,77,20.77922077922078,38.00000000000002,0.4935064935064938,32.00000000000006,1.3114754098360653,79.22077922077922
25,5,3.0,5.0,3.0,5.0,90,67.77777777777779,38.00000000000001,0.4222222222222223,30.000000000000032,1.262068965517241,32.22222222222222
100,3,3.0,5.0,7.0,3.0,51,37.254901960784316,37.00000000000004,0.7254901960784322,30.00000000000002,1.385416666666667,62.745098039215684
100,3,5.0,7.0,5.0,3.0,25,56.00000000000001,37.000000000000036,1.4800000000000013,12.000000000000028,2.1212121212121207,44.0
100,5,5.0,7.0,10.0,2.0,18,33.33333333333333,36.000000000000036,2.0000000000000018,10.000000000000021,2.5000000000000004,66.66666666666666
25,5,3.0,3.0,7.0,3.0,309,31.06796116504854,35.621847844607316,0.1152810609857842,104.00000000000007,1.0559759126298685,68.6084142394822
50,7,3.0,3.0,3.0,3.0,187,52.94117647058824,35.62184784460723,0.1904911649444237,30.000000000000078,1.1362847183318887,46.524064171122994
50,3,5.0,7.0,7.0,5.0,29,51.724137931034484,35.00000000000007,1.2068965517241403,20.000000000000007,1.500000000000001,48.275862068965516
50,5,3.0,5.0,10.0,3.0,49,28.57142857142857,35.00000000000004,0.7142857142857152,31.00000000000002,1.3333333333333337,71.42857142857143
100,5,5.0,7.0,3.0,5.0,17,88.23529411764706,35.000000000000036,2.0588235294117667,5.000000000000007,4.499999999999999,11.76470588235294
50,3,3.0,7.0,3.0,5.0,17,88.23529411764706,35.00000000000003,2.0588235294117663,5.000000000000007,4.499999999999999,11.76470588235294
100,3,3.0,5.0,5.0,5.0,49,57.14285714285714,35.00000000000002,0.7142857142857147,40.00000000000006,1.3333333333333333,42.857142857142854
100,7,5.0,7.0,10.0,5.0,14,50.0,35.00000000000002,2.5000000000000013,25.000000000000014,1.9999999999999996,50.0
50,5,3.0,7.0,5.0,5.0,9,88.88888888888889,35.000000000000014,3.8888888888888906,5.000000000000004,7.999999999999997,11.11111111111111
100,5,3.0,7.0,10.0,3.0,10,50.0,35.000000000000014,3.5000000000000013,9.000000000000014,3.3333333333333295,50.0
100,7,3.0,5.0,7.0,3.0,25,44.0,35.00000000000001,1.4000000000000004,29.00000000000003,1.8333333333333328,56.00000000000001
100,3,2.0,7.0,10.0,3.0,10,50.0,34.99999999999999,3.499999999999999,9.000000000000014,3.3333333333333273,50.0
25,5,3.0,5.0,5.0,5.0,85,54.11764705882353,34.99999999999995,0.41176470588235237,35.000000000000036,1.179487179487179,45.88235294117647
25,3,5.0,3.0,3.0,5.0,394,63.45177664974619,34.621847844607295,0.08787271026550075,66.00000000000009,1.048396568640367,36.29441624365482
50,5,2.0,3.0,5.0,5.0,120,52.5,34.62184784460725,0.28851539870506043,45.000000000000085,1.1234826878572868,46.666666666666664
100,3,2.0,7.0,7.0,5.0,10,70.0,34.00000000000004,3.4000000000000044,15.000000000000007,3.2666666666666675,30.0
100,7,3.0,5.0,10.0,2.0,25,28.000000000000004,34.000000000000036,1.3600000000000014,21.999999999999993,1.9444444444444449,72.0
100,7,5.0,5.0,7.0,3.0,52,36.53846153846153,34.00000000000003,0.6538461538461544,42.00000000000005,1.3434343434343432,63.46153846153846
50,3,5.0,5.0,7.0,2.0,109,25.688073394495415,34.00000000000001,0.31192660550458723,32.000000000000036,1.2098765432098764,74.31192660550458
100,7,3.0,3.0,3.0,5.0,110,66.36363636363637,33.99999999999995,0.30909090909090864,34.00000000000006,1.1837837837837832,33.63636363636363
50,7,3.0,3.0,3.0,2.0,204,43.13725490196079,33.6218478446072,0.16481297963042746,24.000000000000075,1.1459419981020111,56.372549019607845
100,5,5.0,5.0,7.0,2.0,60,28.333333333333332,33.00000000000005,0.5500000000000008,32.00000000000002,1.3837209302325586,71.66666666666667
25,7,5.0,7.0,3.0,5.0,43,72.09302325581395,33.000000000000036,0.7674418604651171,14.00000000000002,1.55,27.906976744186046
100,3,3.0,5.0,5.0,3.0,53,45.28301886792453,33.000000000000036,0.6226415094339629,28.000000000000043,1.3793103448275863,54.71698113207547
100,3,2.0,5.0,7.0,2.0,33,33.33333333333333,33.00000000000003,1.0000000000000009,18.000000000000007,1.7500000000000002,66.66666666666666
100,3,5.0,7.0,3.0,3.0,25,72.0,33.00000000000003,1.3200000000000012,3.0000000000000107,2.5714285714285694,28.000000000000004
100,3,5.0,5.0,3.0,5.0,67,68.65671641791045,33.00000000000001,0.4925373134328359,24.000000000000018,1.3142857142857138,31.343283582089555
50,3,3.0,5.0,5.0,2.0,78,34.61538461538461,33.0,0.4230769230769231,21.000000000000053,1.3235294117647056,65.38461538461539
100,7,5.0,7.0,10.0,3.0,15,40.0,33.0,2.2,15.000000000000032,2.22222222222222,60.0
25,5,5.0,3.0,3.0,2.0,517,41.19922630560928,32.62184784460722,0.06309835173038146,40.000000000000064,1.0537978614972383,58.6073500967118
25,3,3.0,3.0,7.0,5.0,258,42.63565891472868,32.457024124413074,0.12580241908687237,156.00000000000017,1.0440069598464836,56.97674418604651
25,7,5.0,5.0,10.0,3.0,128,25.0,32.00000000000007,0.25000000000000056,77.00000000000007,1.1111111111111112,75.0
100,3,5.0,7.0,5.0,2.0,26,46.15384615384615,32.00000000000006,1.230769230769233,8.000000000000014,2.142857142857144,53.84615384615385
100,3,3.0,7.0,3.0,5.0,16,87.5,32.00000000000005,2.000000000000003,5.000000000000011,4.2,12.5
100,3,2.0,5.0,7.0,5.0,32,50.0,32.00000000000001,1.0000000000000002,37.00000000000004,1.3999999999999997,50.0
50,3,5.0,7.0,10.0,3.0,33,30.303030303030305,31.000000000000036,0.9393939393939404,21.00000000000002,1.4492753623188408,69.6969696969697
50,5,3.0,5.0,5.0,2.0,51,37.254901960784316,31.000000000000036,0.6078431372549027,11.000000000000032,1.4843750000000004,62.745098039215684
100,5,5.0,5.0,5.0,3.0,59,44.06779661016949,31.00000000000003,0.5254237288135598,23.00000000000003,1.3131313131313134,55.932203389830505
100,5,2.0,5.0,10.0,3.0,20,35.0,30.999999999999996,1.5499999999999998,17.00000000000003,1.7948717948717934,65.0
25,7,5.0,3.0,7.0,3.0,354,30.7909604519774,30.6218478446073,0.08650239504126356,107.00000000000006,1.0418115255820877,68.92655367231639
25,5,2.0,3.0,3.0,2.0,248,42.33870967741936,30.621847844607267,0.12347519292180349,39.00000000000002,1.1076800296102725,57.25806451612904
25,3,5.0,5.0,10.0,5.0,147,34.69387755102041,30.000000000000096,0.20408163265306187,55.000000000000014,1.0625,65.3061224489796
50,5,5.0,7.0,5.0,5.0,22,63.63636363636363,30.000000000000043,1.3636363636363655,10.000000000000005,1.7500000000000009,36.36363636363637
100,5,3.0,7.0,5.0,5.0,10,80.0,30.000000000000043,3.0000000000000044,10.000000000000007,4.000000000000002,20.0
100,3,3.0,7.0,5.0,5.0,16,68.75,30.00000000000004,1.8750000000000024,15.000000000000018,2.2,31.25
50,3,3.0,5.0,7.0,2.0,75,26.666666666666668,30.000000000000032,0.4000000000000004,41.00000000000004,1.272727272727273,73.33333333333333
100,3,2.0,7.0,5.0,5.0,10,80.0,30.00000000000003,3.0000000000000027,10.000000000000007,4.0,20.0
100,7,5.0,7.0,10.0,2.0,15,33.33333333333333,30.000000000000025,2.0000000000000018,10.000000000000021,2.5,66.66666666666666
25,3,2.0,7.0,10.0,5.0,18,44.44444444444444,30.00000000000001,1.6666666666666672,15.000000000000028,1.5999999999999996,55.55555555555556
100,7,5.0,7.0,5.0,5.0,14,71.42857142857143,30.000000000000007,2.1428571428571432,15.000000000000014,2.4999999999999987,28.57142857142857
100,5,5.0,7.0,5.0,5.0,16,68.75,30.0,1.875,15.000000000000014,2.1999999999999984,31.25
50,5,3.0,5.0,5.0,5.0,48,56.25,29.999999999999996,0.6249999999999999,25.000000000000032,1.2857142857142854,43.75
100,3,3.0,5.0,3.0,3.0,54,59.25925925925925,29.999999999999993,0.5555555555555555,21.00000000000002,1.454545454545454,40.74074074074074
100,5,5.0,5.0,3.0,3.0,60,58.333333333333336,29.999999999999975,0.4999999999999996,23.999999999999996,1.3999999999999992,41.66666666666667
100,5,5.0,5.0,10.0,5.0,51,37.254901960784316,29.999999999999964,0.5882352941176464,60.000000000000085,1.1874999999999996,62.745098039215684
50,3,5.0,7.0,10.0,2.0,33,24.242424242424242,29.99999999999996,0.909090909090908,14.000000000000034,1.5999999999999979,75.75757575757575
50,3,3.0,5.0,5.0,5.0,72,54.166666666666664,29.99999999999995,0.41666666666666596,25.000000000000068,1.1818181818181812,45.83333333333333
50,5,2.0,3.0,10.0,5.0,103,34.95145631067961,29.62184784460728,0.28759075577288623,40.00000000000004,1.0896604319969518,64.07766990291263
25,7,5.0,3.0,3.0,3.0,429,51.048951048951054,29.621847844607217,0.0690485963743758,33.37815215539277,1.0472153002823572,48.717948717948715
25,5,2.0,3.0,3.0,3.0,229,51.96506550218341,29.62184784460721,0.12935304735636335,36.00000000000002,1.0904820546196587,47.59825327510917
100,3,3.0,5.0,7.0,5.0,47,46.808510638297875,29.00000000000005,0.6170212765957458,49.00000000000006,1.2320000000000002,53.191489361702125
100,7,5.0,7.0,3.0,5.0,15,86.66666666666667,29.000000000000032,1.9333333333333356,5.000000000000011,3.8999999999999995,13.333333333333334
