ma,cons_bars,cons_range,drop_thresh,tp,sl,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor
100,12,2.0,1.5,3.0,1.5,573,33.682373472949386,8.999999999999888,0.015706806282722318,63.000000000000014,1.0157894736842104
48,12,3.0,1.5,2.0,1.0,1200,33.58333333333333,8.999999999999828,0.007499999999999857,59.000000000000014,1.0112923462986196
48,6,2.0,3.0,2.0,1.5,76,46.05263157894737,8.500000000000012,0.11184210526315806,16.00000000000001,1.1382113821138213
24,6,3.0,3.0,2.0,1.5,342,43.567251461988306,8.499999999999998,0.02485380116959064,27.500000000000046,1.0293609671848014
48,24,3.0,2.0,2.0,1.5,377,43.50132625994695,8.499999999999966,0.022546419098143148,37.50000000000002,1.02660406885759
100,6,2.0,3.0,5.0,2.0,66,30.303030303030305,7.999999999999975,0.12121212121212084,20.000000000000036,1.08695652173913
100,6,3.0,3.0,2.0,2.0,112,51.78571428571429,7.9999999999999085,0.0714285714285706,18.000000000000107,1.0740740740740733
48,6,3.0,3.0,2.0,2.0,142,51.40845070422535,7.999999999999762,0.05633802816901241,22.000000000000128,1.0579710144927517
24,6,3.0,3.0,2.0,1.0,353,33.994334277620396,7.000000000000005,0.01983002832861191,21.000000000000078,1.0300429184549356
100,12,2.0,3.0,5.0,2.0,14,35.714285714285715,6.999999999999997,0.49999999999999983,6.000000000000021,1.3888888888888877
48,6,1.0,1.5,3.0,2.0,459,40.305010893246184,6.999999999999981,0.015250544662309327,69.00000000000006,1.0127737226277371
100,6,1.0,1.5,3.0,2.0,349,40.40114613180516,6.999999999999956,0.020057306590257753,41.000000000000156,1.016826923076923
48,6,3.0,3.0,5.0,1.5,139,23.741007194244602,6.000000000000131,0.04316546762590022,33.49999999999998,1.0377358490566044
100,12,2.0,3.0,3.0,1.5,14,42.857142857142854,6.000000000000038,0.4285714285714313,4.4999999999999964,1.5000000000000036
48,6,3.0,3.0,3.0,2.0,142,40.845070422535215,6.000000000000033,0.04225352112676079,36.00000000000003,1.0357142857142858
